EmployeeID,FirstName,LastName,Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,EducationLevelID,EducationLevel,PerformanceID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
9CC0-FF43,Gussy,Gaber,Female,25,Some Travel,Technology,32,NY,Mixed or multiple ethnic groups,3,Information Systems,Software Engineer,Married,35586,0,No,2017-02-17,No,5,4,5,0,3,Bachelors,PR3527,2019-12-16,Very Satisfied,Satisfied,Dissatisfied,2,0,Satisfied,Above and Beyond,Above and Beyond
DD1E-583D,Ashton,Lauga,Male,24,Some Travel,Human Resources,36,IL,Mixed or multiple ethnic groups,3,Human Resources,Recruiter,Married,29428,0,No,2017-03-02,No,5,5,5,0,3,Bachelors,PR2960,2019-03-29,Satisfied,Neutral,Dissatisfied,1,1,Very Satisfied,Exceeds Expectation,Exceeds Expectation
7839-CA12,Orella,Chappelle,Female,23,Some Travel,Sales,16,CA,White,3,Marketing,Sales Representative,Single,23794,0,No,2017-03-25,Yes,1,0,0,0,3,Bachelors,PR2030,2018-01-11,Neutral,Very Satisfied,Dissatisfied,3,0,Satisfied,Above and Beyond,Exceeds Expectation
A7F8-24EA,Antonio,Nayer,Male,24,Some Travel,Technology,35,CA,Black or African American,3,Information Systems,Machine Learning Engineer,Married,128126,0,Yes,2017-04-04,No,5,0,0,5,3,Bachelors,PR3203,2019-07-04,Neutral,Very Satisfied,Very Satisfied,2,1,Neutral,Meets Expectation,Meets Expectation
DEC5-9319,Gasparo,Strewthers,Male,23,Some Travel,Technology,5,CA,Asian or Asian American,3,Information Systems,Software Engineer,Single,63709,0,No,2017-04-14,Yes,1,0,0,0,3,Bachelors,PR2196,2018-03-18,Neutral,Neutral,Very Satisfied,1,1,Very Satisfied,Meets Expectation,Needs Improvement
28F4-8367,Conny,Iveans,Non-Binary,25,Some Travel,Technology,4,CA,Mixed or multiple ethnic groups,3,Business Studies,Machine Learning Engineer,Divorced,39456,2,No,2017-04-15,No,5,1,5,4,3,Bachelors,PR3072,2019-05-10,Very Satisfied,Dissatisfied,Very Satisfied,2,0,Very Satisfied,Exceeds Expectation,Meets Expectation
D383-714B,Lindsey,Hedley,Male,26,Frequent Traveller,Technology,12,IL,White,3,Other,Data Scientist,Married,29449,1,No,2017-04-22,No,5,1,3,1,3,Bachelors,PR2927,2019-03-15,Very Satisfied,Satisfied,Satisfied,3,1,Neutral,Above and Beyond,Exceeds Expectation
0D1B-DEC2,Celestine,Kyngdon,Non-Binary,24,Some Travel,Technology,23,CA,American Indian or Alaska Native,3,Computer Science,Data Scientist,Single,100586,0,No,2017-04-23,Yes,4,4,4,4,3,Bachelors,PR2102,2018-02-10,Neutral,Dissatisfied,Dissatisfied,1,3,Very Satisfied,Above and Beyond,Above and Beyond
2CA8-4E1B,Nicoline,Pote,Non-Binary,23,Some Travel,Technology,7,NY,Asian or Asian American,3,Business Studies,Software Engineer,Single,28753,0,No,2017-05-02,Yes,2,1,1,0,3,Bachelors,PR1647,2017-05-06,Neutral,Dissatisfied,Satisfied,3,1,Very Satisfied,Exceeds Expectation,Exceeds Expectation
EACC-D1F6,Garth,Gove,Male,25,Some Travel,Technology,20,CA,White,3,Computer Science,Data Scientist,Married,27673,2,Yes,2017-05-05,Yes,3,2,3,1,3,Bachelors,PR2151,2018-03-02,Satisfied,Neutral,Satisfied,1,1,Dissatisfied,Exceeds Expectation,Meets Expectation
B8C3-5E0A,Joyous,Muggleston,Female,26,Some Travel,Technology,18,CA,White,3,Computer Science,Data Scientist,Divorced,26414,2,No,2017-05-14,No,5,5,5,0,3,Bachelors,PR2285,2018-04-25,Satisfied,Dissatisfied,Satisfied,1,2,Satisfied,Exceeds Expectation,Exceeds Expectation
7279-6591,Bradan,Rozzier,Male,41,Some Travel,Sales,25,CA,American Indian or Alaska Native,3,Marketing,Sales Executive,Single,231843,0,Yes,2017-06-01,Yes,1,1,1,0,3,Bachelors,PR2073,2018-01-30,Satisfied,Satisfied,Dissatisfied,3,0,Satisfied,Exceeds Expectation,Meets Expectation
2546-1312,Carlos,Galia,Male,25,Frequent Traveller,Technology,20,NY,American Indian or Alaska Native,3,Information Systems,Data Scientist,Single,61054,0,No,2017-06-24,No,5,0,1,0,3,Bachelors,PR3336,2019-09-03,Very Satisfied,Dissatisfied,Dissatisfied,2,1,Dissatisfied,Above and Beyond,Exceeds Expectation
7623-9AF1,Sosanna,Armstrong,Female,26,Some Travel,Technology,18,CA,Mixed or multiple ethnic groups,3,Information Systems,Data Scientist,Married,46809,1,No,2017-06-29,No,5,0,0,2,3,Bachelors,PR1852,2017-09-15,Neutral,Neutral,Neutral,2,1,Dissatisfied,Meets Expectation,Needs Improvement
C973-E8E5,Bertie,Murrells,Male,26,Some Travel,Technology,2,CA,White,3,Computer Science,Software Engineer,Married,57722,1,Yes,2017-06-30,No,5,4,4,0,3,Bachelors,PR1848,2017-09-09,Neutral,Very Satisfied,Very Satisfied,3,2,Dissatisfied,Exceeds Expectation,Exceeds Expectation
63B0-1036,Persis,Christon,Female,25,Some Travel,Technology,12,NY,Mixed or multiple ethnic groups,3,Business Studies,Software Engineer,Divorced,52957,1,No,2017-07-10,No,5,3,5,4,3,Bachelors,PR1998,2017-12-27,Very Satisfied,Dissatisfied,Very Satisfied,1,0,Satisfied,Meets Expectation,Needs Improvement
41FE-D257,Murdock,Heinsius,Male,23,Frequent Traveller,Sales,31,CA,Mixed or multiple ethnic groups,3,Technical Degree,Sales Representative,Single,23505,0,No,2017-07-12,Yes,1,0,0,0,3,Bachelors,PR2319,2018-05-12,Neutral,Very Satisfied,Satisfied,1,0,Neutral,Meets Expectation,Meets Expectation
9C6C-E5CE,Damon,Nice,Non-Binary,23,Frequent Traveller,Technology,15,CA,Asian or Asian American,3,Information Systems,Data Scientist,Single,29890,0,No,2017-07-24,No,5,0,1,1,3,Bachelors,PR2306,2018-05-05,Satisfied,Dissatisfied,Dissatisfied,3,0,Very Satisfied,Above and Beyond,Exceeds Expectation
2B70-5A31,Justinian,Ladell,Male,25,Some Travel,Technology,17,NY,Mixed or multiple ethnic groups,3,Computer Science,Software Engineer,Married,44082,0,No,2017-07-25,No,5,1,3,0,3,Bachelors,PR4040,2020-06-06,Satisfied,Neutral,Neutral,2,2,Neutral,Above and Beyond,Above and Beyond
74B4-CB7A,Eddi,Holywell,Non-Binary,26,No Travel,Human Resources,23,CA,White,3,Human Resources,HR Business Partner,Single,240035,0,Yes,2017-08-03,No,5,5,5,3,3,Bachelors,PR3625,2020-01-19,Dissatisfied,Neutral,Satisfied,2,2,Dissatisfied,Meets Expectation,Needs Improvement
D6D2-184B,Valenka,Kayley,Female,24,Some Travel,Technology,33,NY,White,3,Information Systems,Senior Software Engineer,Single,115399,0,No,2017-08-09,No,5,5,5,3,3,Bachelors,PR3725,2020-02-25,Satisfied,Dissatisfied,Dissatisfied,3,3,Satisfied,Above and Beyond,Exceeds Expectation
FB1D-5A51,Allys,Ruberry,Female,23,Some Travel,Technology,29,CA,Mixed or multiple ethnic groups,3,Information Systems,Software Engineer,Divorced,25500,1,No,2017-08-12,No,5,5,5,3,3,Bachelors,PR3940,2020-05-03,Very Satisfied,Neutral,Very Satisfied,2,1,Dissatisfied,Meets Expectation,Needs Improvement
3992-22AD,Kristal,le Keux,Female,25,Some Travel,Sales,4,CA,Other,3,Marketing,Sales Executive,Single,48917,0,No,2017-08-19,No,5,2,4,3,3,Bachelors,PR3605,2020-01-14,Satisfied,Very Satisfied,Neutral,2,0,Very Satisfied,Meets Expectation,Needs Improvement
D29C-A21F,Ebenezer,Bontein,Male,25,Frequent Traveller,Technology,23,CA,Black or African American,3,Information Systems,Software Engineer,Married,22525,1,No,2017-08-31,No,5,3,4,5,3,Bachelors,PR4286,2020-09-14,Very Satisfied,Neutral,Satisfied,3,1,Very Satisfied,Meets Expectation,Needs Improvement
BEE2-8052,Letta,Mattea,Female,26,Some Travel,Technology,45,IL,Black or African American,3,Computer Science,Software Engineer,Single,74096,0,No,2017-09-19,No,5,0,5,4,3,Bachelors,PR4475,2020-12-11,Very Satisfied,Dissatisfied,Dissatisfied,2,1,Dissatisfied,Above and Beyond,Exceeds Expectation
3A36-DA50,Leia,Jackes,Female,24,Some Travel,Technology,26,CA,White,3,Information Systems,Senior Software Engineer,Married,80374,2,No,2017-10-14,No,5,4,4,4,3,Bachelors,PR4481,2020-12-15,Very Satisfied,Very Satisfied,Neutral,3,2,Dissatisfied,Exceeds Expectation,Exceeds Expectation
FC24-43F6,Stevana,Djorvic,Female,26,Some Travel,Technology,33,CA,Black or African American,3,Computer Science,Data Scientist,Married,34805,0,No,2017-10-21,No,5,5,5,0,3,Bachelors,PR4355,2020-10-20,Satisfied,Neutral,Dissatisfied,2,0,Very Satisfied,Above and Beyond,Above and Beyond
5A78-0F17,Wilfred,Jasik,Male,26,Some Travel,Sales,39,CA,Black or African American,3,Marketing,Sales Executive,Married,104176,1,No,2017-11-03,No,5,2,3,3,3,Bachelors,PR4280,2020-09-12,Very Satisfied,Satisfied,Neutral,1,0,Neutral,Meets Expectation,Needs Improvement
0EA5-3A95,Brooks,Lackeye,Female,25,Some Travel,Technology,22,NY,Mixed or multiple ethnic groups,3,Business Studies,Software Engineer,Married,53271,1,No,2017-11-19,No,5,5,5,1,3,Bachelors,PR4042,2020-06-07,Satisfied,Satisfied,Very Satisfied,2,0,Very Satisfied,Meets Expectation,Needs Improvement
7D2D-3831,Davon,Swetland,Male,25,Some Travel,Technology,16,NY,Black or African American,3,Information Systems,Data Scientist,Divorced,37742,1,No,2017-12-12,No,5,1,3,3,3,Bachelors,PR3694,2020-02-12,Neutral,Neutral,Neutral,3,0,Dissatisfied,Meets Expectation,Needs Improvement
FB4B-067E,Adan,Sunderland,Female,31,Some Travel,Technology,42,NY,White,3,Computer Science,Engineering Manager,Married,442820,0,Yes,2017-12-15,No,5,1,2,2,3,Bachelors,PR3628,2020-01-20,Very Dissatisfied,Neutral,Very Dissatisfied,2,0,Neutral,Above and Beyond,Exceeds Expectation
3747-3110,Sarge,Antowski,Male,23,Some Travel,Technology,12,NY,Black or African American,3,Computer Science,Software Engineer,Married,35776,2,Yes,2017-12-22,No,5,0,3,4,3,Bachelors,PR4104,2020-07-01,Very Satisfied,Neutral,Very Satisfied,2,0,Very Satisfied,Meets Expectation,Meets Expectation
BBE1-D4A5,Fransisco,Minerdo,Male,24,Some Travel,Technology,12,NY,White,3,Computer Science,Software Engineer,Single,33202,0,No,2017-12-30,No,5,5,5,4,3,Bachelors,PR4034,2020-06-04,Very Satisfied,Satisfied,Dissatisfied,3,1,Neutral,Meets Expectation,Needs Improvement
9BE8-2C44,Bail,Elsworth,Male,25,Frequent Traveller,Sales,42,IL,Black or African American,3,Marketing,Sales Executive,Married,72758,2,No,2018-01-12,No,4,3,3,3,3,Bachelors,PR4081,2020-06-23,Very Dissatisfied,Dissatisfied,Satisfied,1,2,Satisfied,Meets Expectation,Meets Expectation
EE7E-F5AC,Nonna,Bagnold,Female,23,Some Travel,Sales,19,CA,White,3,Other,Sales Representative,Single,27185,0,No,2018-01-30,No,4,4,4,0,3,Bachelors,PR3889,2020-04-17,Neutral,Dissatisfied,Satisfied,2,2,Neutral,Meets Expectation,Needs Improvement
C57E-6E4F,Tremain,Drakes,Male,24,No Travel,Technology,35,CA,Asian or Asian American,3,Computer Science,Data Scientist,Single,32502,0,Yes,2018-02-06,Yes,1,1,1,0,3,Bachelors,PR2154,2018-03-03,Neutral,Very Satisfied,Neutral,1,0,Neutral,Above and Beyond,Exceeds Expectation
BBB4-89C7,Ilene,Moffat,Non-Binary,25,Some Travel,Technology,19,IL,Mixed or multiple ethnic groups,3,Computer Science,Senior Software Engineer,Divorced,90418,2,Yes,2018-02-14,No,4,4,4,4,3,Bachelors,PR4347,2020-10-17,Very Satisfied,Neutral,Dissatisfied,2,2,Very Satisfied,Above and Beyond,Above and Beyond
84AD-D566,Ashien,Villa,Female,22,Some Travel,Technology,16,CA,American Indian or Alaska Native,3,Business Studies,Software Engineer,Single,30838,0,No,2018-02-16,No,4,4,4,0,3,Bachelors,PR4195,2020-08-06,Neutral,Very Satisfied,Dissatisfied,3,2,Satisfied,Above and Beyond,Above and Beyond
26DF-1241,Hebert,Drewes,Male,23,Some Travel,Sales,33,NY,White,3,Economics,Sales Representative,Married,30477,1,No,2018-02-20,No,4,2,3,3,3,Bachelors,PR3977,2020-05-15,Neutral,Neutral,Very Satisfied,1,1,Satisfied,Above and Beyond,Exceeds Expectation
45A4-C1D0,Baxy,Goodliff,Male,22,Some Travel,Technology,11,IL,Mixed or multiple ethnic groups,3,Computer Science,Software Engineer,Divorced,74314,1,No,2018-03-14,No,4,0,1,3,3,Bachelors,PR3673,2020-02-04,Dissatisfied,Satisfied,Satisfied,3,0,Very Dissatisfied,Above and Beyond,Above and Beyond
6CC9-81FC,Anatollo,Dake,Male,25,No Travel,Technology,43,CA,White,3,Computer Science,Data Scientist,Single,33086,0,No,2018-03-15,No,4,4,4,2,3,Bachelors,PR4522,2020-12-29,Neutral,Dissatisfied,Dissatisfied,3,1,Neutral,Above and Beyond,Above and Beyond
72A2-1105,Mollee,Hartop,Female,22,Some Travel,Sales,36,NY,Black or African American,3,Marketing,Sales Executive,Single,60699,0,No,2018-03-21,No,4,0,3,0,3,Bachelors,PR3987,2020-05-19,Neutral,Satisfied,Dissatisfied,1,1,Neutral,Exceeds Expectation,Meets Expectation
42F5-707F,Wilburt,Feldhuhn,Male,23,Some Travel,Technology,44,NY,White,3,Information Systems,Senior Software Engineer,Married,81034,2,Yes,2018-03-25,No,4,1,1,0,3,Bachelors,PR4244,2020-08-24,Neutral,Dissatisfied,Satisfied,1,0,Very Satisfied,Meets Expectation,Meets Expectation
1A38-1D62,Maurise,Shaxby,Female,24,Some Travel,Technology,21,CA,Mixed or multiple ethnic groups,3,Information Systems,Data Scientist,Divorced,36862,1,Yes,2018-03-29,No,4,2,4,0,3,Bachelors,PR4131,2020-07-11,Satisfied,Very Satisfied,Dissatisfied,3,2,Satisfied,Exceeds Expectation,Meets Expectation
EA37-AE5E,Freda,Bartolijn,Female,23,Some Travel,Sales,5,IL,White,3,Marketing,Sales Executive,Married,69678,1,No,2018-04-04,No,4,0,0,2,3,Bachelors,PR4299,2020-09-22,Very Satisfied,Very Satisfied,Dissatisfied,3,1,Satisfied,Meets Expectation,Needs Improvement
07F6-D61B,Jodee,Vala,Female,23,Some Travel,Technology,5,NY,White,3,Information Systems,Software Engineer,Divorced,23995,1,No,2018-04-27,No,4,4,4,0,3,Bachelors,PR4309,2020-09-26,Neutral,Neutral,Neutral,2,0,Very Satisfied,Above and Beyond,Above and Beyond
81FF-8D6C,Mireielle,Gabbitis,Female,24,Some Travel,Sales,13,CA,Black or African American,3,Economics,Sales Representative,Single,24095,0,No,2018-04-28,Yes,2,2,2,1,3,Bachelors,PR2947,2019-03-24,Satisfied,Neutral,Very Satisfied,2,1,Satisfied,Above and Beyond,Above and Beyond
F1B6-31B7,Idette,Connett,Female,25,Some Travel,Human Resources,31,CA,Mixed or multiple ethnic groups,3,Marketing,HR Executive,Married,48797,2,No,2018-04-28,No,4,2,4,4,3,Bachelors,PR3703,2020-02-15,Satisfied,Dissatisfied,Satisfied,1,0,Satisfied,Exceeds Expectation,Exceeds Expectation
DBF5-E57D,Freeland,Chalcot,Male,25,Some Travel,Technology,25,CA,White,3,Other,Analytics Manager,Divorced,303446,1,No,2018-05-11,No,4,0,3,0,3,Bachelors,PR4304,2020-09-24,Very Satisfied,Satisfied,Very Satisfied,2,0,Dissatisfied,Above and Beyond,Exceeds Expectation
4C99-E626,Friederike,Wandrey,Female,25,No Travel,Technology,11,CA,Black or African American,3,Computer Science,Data Scientist,Single,96779,0,No,2018-05-14,No,4,0,0,3,3,Bachelors,PR4183,2020-07-31,Neutral,Very Satisfied,Satisfied,1,1,Neutral,Meets Expectation,Needs Improvement
FE0F-498F,Jerrie,Juares,Female,22,Some Travel,Technology,36,CA,White,3,Other,Data Scientist,Divorced,57686,2,No,2018-05-23,No,4,2,4,1,3,Bachelors,PR4215,2020-08-13,Satisfied,Very Satisfied,Very Satisfied,3,0,Satisfied,Meets Expectation,Meets Expectation
F8D4-3CAB,Lynda,Robken,Non-Binary,23,Some Travel,Human Resources,45,CA,White,3,Marketing,HR Executive,Married,99052,2,No,2018-05-25,No,4,3,4,2,3,Bachelors,PR4151,2020-07-18,Neutral,Neutral,Dissatisfied,3,2,Very Satisfied,Above and Beyond,Exceeds Expectation
ABC2-0036,Gerta,Littlewood,Female,24,Some Travel,Technology,17,NY,Mixed or multiple ethnic groups,3,Information Systems,Data Scientist,Married,101408,3,No,2018-05-31,No,4,0,2,1,3,Bachelors,PR3761,2020-03-05,Satisfied,Dissatisfied,Neutral,1,0,Satisfied,Exceeds Expectation,Exceeds Expectation
D4BE-786C,Hurleigh,Pashenkov,Male,24,No Travel,Sales,3,NY,White,3,Economics,Sales Executive,Single,128634,0,No,2018-06-11,No,4,4,4,4,3,Bachelors,PR4058,2020-06-14,Very Satisfied,Neutral,Neutral,2,3,Very Satisfied,Meets Expectation,Meets Expectation
E6F7-EF68,Joaquin,Bockmann,Male,22,Some Travel,Sales,32,NY,Mixed or multiple ethnic groups,3,Marketing,Sales Executive,Married,52318,1,No,2018-06-14,No,4,4,4,0,3,Bachelors,PR3814,2020-03-24,Satisfied,Neutral,Very Satisfied,1,1,Satisfied,Meets Expectation,Needs Improvement
4862-E40F,Cob,Stewart,Male,46,Some Travel,Technology,39,CA,Mixed or multiple ethnic groups,3,Computer Science,Analytics Manager,Single,381759,0,No,2018-06-15,No,4,2,4,4,3,Bachelors,PR3808,2020-03-22,Satisfied,Dissatisfied,Very Satisfied,1,2,Satisfied,Meets Expectation,Needs Improvement
9591-C955,Kaine,Haukey,Male,24,No Travel,Technology,35,CA,Asian or Asian American,3,Information Systems,Software Engineer,Divorced,65838,3,Yes,2018-06-17,No,4,2,2,2,3,Bachelors,PR3598,2020-01-11,Very Satisfied,Dissatisfied,Satisfied,3,0,Neutral,Exceeds Expectation,Exceeds Expectation
E1FE-67B5,Lothaire,Darlow,Non-Binary,25,Some Travel,Technology,8,CA,American Indian or Alaska Native,3,Information Systems,Senior Software Engineer,Single,126055,0,No,2018-06-17,No,4,4,4,2,3,Bachelors,PR3638,2020-01-24,Very Satisfied,Neutral,Satisfied,2,1,Neutral,Meets Expectation,Meets Expectation
CCE7-36ED,Dwain,Nias,Male,36,Some Travel,Technology,11,NY,Asian or Asian American,3,Computer Science,Machine Learning Engineer,Married,236739,2,No,2018-06-26,No,4,3,4,3,3,Bachelors,PR3803,2020-03-21,Satisfied,Neutral,Satisfied,1,2,Very Satisfied,Meets Expectation,Meets Expectation
4938-402A,Gherardo,Stratiff,Male,24,No Travel,Sales,6,CA,Black or African American,3,Economics,Manager,Divorced,135407,1,No,2018-07-05,No,4,2,4,2,3,Bachelors,PR4012,2020-05-26,Neutral,Satisfied,Very Satisfied,1,3,Satisfied,Exceeds Expectation,Meets Expectation
648E-FE5F,Tabb,McInnes,Male,25,Some Travel,Sales,11,CA,Black or African American,3,Marketing,Sales Executive,Single,58914,0,No,2018-07-11,No,4,0,1,0,3,Bachelors,PR4054,2020-06-13,Very Satisfied,Very Satisfied,Very Satisfied,3,1,Dissatisfied,Above and Beyond,Exceeds Expectation
1147-7E2F,Timotheus,Antowski,Male,22,Some Travel,Technology,23,CA,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Single,37021,0,No,2018-07-15,Yes,3,0,1,2,3,Bachelors,PR3031,2019-04-25,Very Satisfied,Neutral,Neutral,2,1,Satisfied,Meets Expectation,Needs Improvement
2DD1-FD7F,Godart,Burgwin,Male,22,Some Travel,Technology,3,CA,Other,3,Computer Science,Data Scientist,Single,34753,0,Yes,2018-07-18,Yes,1,0,0,0,3,Bachelors,PR2531,2018-09-02,Very Satisfied,Neutral,Very Satisfied,1,2,Dissatisfied,Above and Beyond,Exceeds Expectation
ECC7-B638,Patrice,Boorman,Male,24,Frequent Traveller,Sales,44,NY,Black or African American,3,Marketing,Sales Executive,Married,41741,1,No,2018-07-20,No,4,0,1,0,3,Bachelors,PR3970,2020-05-13,Very Satisfied,Satisfied,Dissatisfied,3,0,Satisfied,Meets Expectation,Meets Expectation
0AF4-EC15,Gwenore,Bernucci,Female,24,Some Travel,Sales,33,CA,Native Hawaiian,3,Marketing,Sales Executive,Single,91915,0,No,2018-07-23,No,4,0,4,4,3,Bachelors,PR4273,2020-09-08,Very Satisfied,Neutral,Satisfied,2,2,Very Satisfied,Meets Expectation,Needs Improvement
66BC-7AC0,Maynord,Trinke,Male,22,Frequent Traveller,Sales,33,NY,White,3,Marketing,Sales Representative,Married,33657,1,No,2018-07-23,Yes,3,0,2,0,3,Bachelors,PR2487,2018-08-04,Satisfied,Very Satisfied,Satisfied,3,0,Dissatisfied,Above and Beyond,Above and Beyond
503B-AACE,Cherilynn,Swafford,Female,25,Some Travel,Technology,10,CA,Mixed or multiple ethnic groups,3,Information Systems,Data Scientist,Single,23198,0,No,2018-07-26,No,4,0,3,0,3,Bachelors,PR4279,2020-09-11,Very Satisfied,Satisfied,Satisfied,1,0,Dissatisfied,Exceeds Expectation,Exceeds Expectation
05CD-292D,Buddie,Desforges,Male,24,Some Travel,Technology,1,CA,White,3,Other,Software Engineer,Single,54501,0,No,2018-08-01,No,4,4,4,2,3,Bachelors,PR3920,2020-04-27,Neutral,Neutral,Very Satisfied,2,3,Neutral,Meets Expectation,Meets Expectation
F72B-49FF,Gerianne,Tidbold,Female,36,Some Travel,Technology,14,CA,American Indian or Alaska Native,3,Business Studies,Machine Learning Engineer,Married,251681,1,No,2018-08-12,No,4,2,3,3,3,Bachelors,PR3773,2020-03-09,Neutral,Very Satisfied,Very Satisfied,3,1,Dissatisfied,Meets Expectation,Needs Improvement
5919-4ADE,Lelah,Blackney,Female,24,Some Travel,Technology,11,CA,White,3,Computer Science,Senior Software Engineer,Married,65486,1,No,2018-08-14,No,4,4,4,0,3,Bachelors,PR4110,2020-07-04,Satisfied,Very Satisfied,Dissatisfied,2,3,Very Satisfied,Exceeds Expectation,Meets Expectation
61E5-836E,Frederigo,Wichard,Non-Binary,24,Some Travel,Technology,1,CA,White,3,Business Studies,Software Engineer,Divorced,35199,1,No,2018-08-16,No,4,0,0,1,3,Bachelors,PR3231,2019-07-15,Neutral,Neutral,Neutral,3,1,Dissatisfied,Meets Expectation,Meets Expectation
2937-EB65,Jarred,Stoddard,Male,24,Some Travel,Sales,16,CA,Mixed or multiple ethnic groups,3,Marketing,Sales Executive,Single,116132,0,No,2018-08-20,No,4,1,4,1,3,Bachelors,PR4074,2020-06-21,Neutral,Satisfied,Satisfied,1,0,Satisfied,Meets Expectation,Needs Improvement
B375-26A9,Teressa,Attewell,Female,24,No Travel,Human Resources,5,NY,Asian or Asian American,3,Human Resources,HR Executive,Divorced,41745,3,No,2018-09-03,No,4,2,4,0,3,Bachelors,PR3430,2019-10-26,Very Satisfied,Satisfied,Very Satisfied,2,0,Neutral,Meets Expectation,Needs Improvement
4F28-CFAF,Juditha,Burdell,Female,25,Some Travel,Sales,11,IL,Black or African American,3,Marketing,Sales Executive,Single,53930,0,Yes,2018-09-13,Yes,3,2,3,1,3,Bachelors,PR2921,2019-03-14,Very Satisfied,Satisfied,Neutral,3,1,Neutral,Meets Expectation,Needs Improvement
0FE8-B881,Rockie,Iseton,Male,25,Some Travel,Sales,12,IL,Asian or Asian American,3,Marketing,Sales Executive,Divorced,118048,2,No,2018-09-14,No,4,4,4,3,3,Bachelors,PR2580,2018-10-04,Neutral,Very Satisfied,Dissatisfied,1,3,Neutral,Meets Expectation,Needs Improvement
FAB0-2FF2,Lola,Gatecliffe,Female,22,Some Travel,Technology,45,NY,Asian or Asian American,3,Information Systems,Senior Software Engineer,Divorced,80975,3,No,2018-09-15,No,4,4,4,1,3,Bachelors,PR3593,2020-01-09,Very Dissatisfied,Very Dissatisfied,Dissatisfied,2,2,Satisfied,Meets Expectation,Needs Improvement
12A7-AFD6,Garrek,Riditch,Non-Binary,24,Some Travel,Sales,22,CA,Mixed or multiple ethnic groups,3,Marketing,Sales Executive,Married,53530,0,Yes,2018-09-19,No,4,3,3,1,3,Bachelors,PR2587,2018-10-10,Satisfied,Neutral,Very Satisfied,3,1,Satisfied,Meets Expectation,Needs Improvement
7E76-154C,Lorrayne,Pinnington,Female,25,Some Travel,Technology,40,NY,White,3,Business Studies,Machine Learning Engineer,Married,75250,1,No,2018-09-20,No,4,1,4,0,3,Bachelors,PR3302,2019-08-15,Neutral,Satisfied,Neutral,2,1,Satisfied,Exceeds Expectation,Exceeds Expectation
2F04-931F,Carlyle,Catt,Male,23,Some Travel,Technology,25,CA,Mixed or multiple ethnic groups,3,Business Studies,Data Scientist,Single,37121,0,Yes,2018-10-02,Yes,1,0,0,0,3,Bachelors,PR3044,2019-04-30,Neutral,Neutral,Neutral,1,1,Neutral,Above and Beyond,Exceeds Expectation
FB1F-9947,Gerianne,Redhouse,Female,23,Some Travel,Technology,4,IL,White,3,Business Studies,Machine Learning Engineer,Divorced,106418,1,Yes,2018-10-20,No,4,0,3,0,3,Bachelors,PR3039,2019-04-28,Satisfied,Satisfied,Neutral,2,2,Neutral,Meets Expectation,Meets Expectation
1914-B934,Kinna,Gaythor,Female,22,Frequent Traveller,Sales,19,NY,Mixed or multiple ethnic groups,3,Marketing,Sales Representative,Single,22122,0,Yes,2018-10-26,Yes,3,2,2,1,3,Bachelors,PR2873,2019-02-26,Neutral,Dissatisfied,Satisfied,2,0,Very Satisfied,Exceeds Expectation,Meets Expectation
ADA1-966E,Christian,Tinson,Female,40,Some Travel,Technology,29,CA,White,3,Computer Science,Engineering Manager,Married,304343,1,Yes,2018-10-27,No,4,2,4,0,3,Bachelors,PR4509,2020-12-24,Satisfied,Neutral,Very Satisfied,1,0,Very Satisfied,Meets Expectation,Meets Expectation
5381-86E4,Walker,Tribble,Male,24,Some Travel,Technology,11,CA,White,3,Computer Science,Senior Software Engineer,Single,57054,0,No,2018-11-28,No,4,4,4,4,3,Bachelors,PR4774,2021-03-16,Neutral,Dissatisfied,Dissatisfied,2,3,Neutral,Exceeds Expectation,Meets Expectation
A161-29FC,Teriann,Clampett,Non-Binary,22,Some Travel,Technology,6,NY,White,3,Business Studies,Software Engineer,Married,21649,1,No,2018-12-02,No,4,1,4,1,3,Bachelors,PR4756,2021-03-09,Satisfied,Neutral,Neutral,2,0,Very Satisfied,Meets Expectation,Needs Improvement
4DDB-A84D,Nevins,Quick,Male,46,Some Travel,Sales,38,IL,White,3,Marketing,Sales Executive,Married,325452,1,No,2018-12-16,No,4,3,4,3,3,Bachelors,PR4915,2021-04-27,Neutral,Neutral,Dissatisfied,1,1,Dissatisfied,Meets Expectation,Needs Improvement
82B4-8569,Adrian,Swatman,Male,44,Some Travel,Sales,44,CA,Mixed or multiple ethnic groups,3,Marketing,Manager,Divorced,313891,1,No,2018-12-23,No,4,4,4,3,3,Bachelors,PR4712,2021-02-27,Neutral,Very Satisfied,Dissatisfied,2,0,Dissatisfied,Above and Beyond,Above and Beyond
